Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU1628,11.18,21,114,3617.48,Female,9,16,6,1,Carrier C,1.12,Supplier 5,Delhi,17,189,24,25.1,Pass,1.48,Air,Route B,363.1
cosmetics,SKU1629,23.4,66,467,6733.28,Unknown,0,25,27,10,Carrier B,8.73,Supplier 3,Bangalore,11,583,26,35.06,Pending,1.27,Sea,Route A,139.2
haircare,SKU1630,97.67,75,428,2618.63,Male,74,5,92,8,Carrier B,2.46,Supplier 1,Mumbai,19,357,12,10.53,Pending,1.86,Rail,Route C,548.31
cosmetics,SKU1631,41.85,47,523,3091.29,Unknown,58,27,48,1,Carrier A,6.56,Supplier 4,Chennai,16,296,21,67.03,Pending,3.35,Rail,Route B,569.12
haircare,SKU1632,85.69,10,133,3813.68,Unknown,33,28,96,4,Carrier C,7.08,Supplier 1,Bangalore,12,509,30,76.39,Pending,4.89,Air,Route A,737.59
skincare,SKU1633,15.41,10,653,2630.21,Non-binary,97,3,10,4,Carrier B,7.5,Supplier 1,Chennai,20,159,7,84.08,Pass,1.29,Road,Route C,822.78
cosmetics,SKU1634,76.33,39,988,8207.85,Male,50,17,21,9,Carrier B,6.06,Supplier 2,Chennai,30,969,23,16.96,Pending,2.82,Air,Route C,691.92
haircare,SKU1635,86.46,61,152,3848.31,Female,39,24,92,3,Carrier A,5.09,Supplier 3,Delhi,11,980,27,59.58,Pass,3.3,Road,Route A,595.64
haircare,SKU1636,1.96,13,900,9767.78,Male,86,17,22,6,Carrier B,8.89,Supplier 3,Delhi,12,948,13,56.31,Pending,4.12,Air,Route B,621.94
cosmetics,SKU1637,65.73,72,178,4552.68,Non-binary,77,28,32,6,Carrier C,6.82,Supplier 2,Mumbai,28,492,27,47.96,Fail,2.7,Air,Route B,610.08
skincare,SKU1638,11.95,100,9,3318.86,Male,15,22,96,7,Carrier C,7.94,Supplier 3,Chennai,23,826,5,36.69,Pass,1.92,Rail,Route B,558.06
cosmetics,SKU1639,96.3,97,115,5393.16,Non-binary,37,18,95,8,Carrier C,4.18,Supplier 1,Kolkata,7,404,7,35.29,Pending,0.7,Sea,Route A,869.2
haircare,SKU1640,83.17,43,215,7026.03,Unknown,46,16,13,10,Carrier C,4.64,Supplier 2,Kolkata,25,955,13,4.42,Pass,1.11,Sea,Route B,492.68
skincare,SKU1641,5.81,42,499,7619.37,Female,99,14,89,5,Carrier A,9.76,Supplier 3,Chennai,28,449,2,46.22,Pending,2.15,Sea,Route B,115.9
cosmetics,SKU1642,38.04,66,899,3697.32,Male,22,4,84,7,Carrier C,2.27,Supplier 1,Kolkata,26,930,16,99.31,Fail,4.16,Air,Route B,379.51
haircare,SKU1643,11.87,59,389,1727.64,Female,9,15,13,10,Carrier B,9.9,Supplier 4,Kolkata,25,907,29,72.68,Pass,2.05,Air,Route B,560.15
skincare,SKU1644,71.32,97,139,4190.13,Unknown,25,13,21,8,Carrier B,2.65,Supplier 1,Chennai,24,819,24,75.3,Fail,2.0,Sea,Route B,258.8
haircare,SKU1645,85.11,61,468,4184.34,Unknown,6,24,72,2,Carrier A,8.67,Supplier 4,Chennai,11,929,29,71.12,Pass,1.64,Road,Route C,514.5
haircare,SKU1646,48.81,12,86,5085.14,Non-binary,69,7,6,10,Carrier A,6.93,Supplier 5,Chennai,16,394,24,55.35,Pending,3.52,Road,Route B,820.87
cosmetics,SKU1647,29.95,45,825,5822.58,Female,64,19,67,7,Carrier C,9.47,Supplier 2,Bangalore,19,112,17,99.57,Pending,0.84,Air,Route A,653.93
skincare,SKU1648,30.95,87,500,6596.44,Male,92,11,18,3,Carrier A,3.99,Supplier 2,Delhi,27,765,24,90.58,Pass,1.2,Rail,Route B,159.98
cosmetics,SKU1649,29.88,39,765,6657.12,Female,30,17,64,4,Carrier C,6.77,Supplier 5,Bangalore,16,599,28,36.96,Pending,2.06,Air,Route B,815.74
cosmetics,SKU1650,83.78,99,388,9964.14,Non-binary,43,21,38,10,Carrier C,5.37,Supplier 2,Delhi,11,122,6,2.48,Pass,1.84,Rail,Route C,195.07
haircare,SKU1651,1.22,16,53,1941.1,Unknown,20,28,24,4,Carrier B,9.99,Supplier 5,Chennai,13,103,5,18.43,Pending,1.09,Air,Route B,276.32
cosmetics,SKU1652,14.36,58,623,6026.84,Non-binary,84,17,51,2,Carrier A,9.0,Supplier 1,Kolkata,2,335,4,92.26,Pending,2.4,Air,Route A,814.44
cosmetics,SKU1653,57.21,31,462,6332.92,Unknown,62,4,50,8,Carrier A,2.23,Supplier 3,Delhi,24,714,16,48.31,Fail,3.97,Sea,Route B,615.57
haircare,SKU1654,2.88,66,42,3342.73,Male,96,30,79,5,Carrier B,3.46,Supplier 3,Bangalore,17,615,9,82.15,Pending,3.1,Air,Route C,323.65
haircare,SKU1655,10.43,79,725,8306.99,Male,70,11,83,7,Carrier B,3.39,Supplier 3,Kolkata,12,342,14,37.64,Pending,4.22,Rail,Route A,888.22
cosmetics,SKU1656,54.0,55,500,8276.39,Non-binary,37,18,30,2,Carrier C,4.85,Supplier 5,Kolkata,7,597,7,50.13,Pass,4.01,Rail,Route C,604.56
skincare,SKU1657,25.59,74,735,3894.45,Female,66,11,67,7,Carrier A,5.68,Supplier 1,Kolkata,1,646,3,15.79,Pass,3.25,Road,Route B,782.23
skincare,SKU1658,7.81,79,893,2119.78,Female,90,11,7,4,Carrier B,4.6,Supplier 5,Chennai,4,687,15,36.64,Pending,2.24,Rail,Route A,782.14
skincare,SKU1659,82.37,68,857,1815.33,Female,90,17,72,8,Carrier C,5.87,Supplier 3,Kolkata,9,893,23,80.1,Fail,2.88,Sea,Route A,644.7
skincare,SKU1660,62.13,82,786,4959.62,Unknown,89,13,5,10,Carrier B,5.48,Supplier 3,Delhi,6,855,9,98.32,Fail,4.5,Sea,Route B,595.81
haircare,SKU1661,70.25,42,426,9452.05,Female,91,5,17,4,Carrier A,2.17,Supplier 3,Chennai,28,625,7,85.81,Fail,0.16,Air,Route A,582.75
cosmetics,SKU1662,9.65,72,177,8019.11,Female,18,27,3,1,Carrier A,4.52,Supplier 3,Kolkata,27,840,30,89.0,Pass,3.27,Rail,Route A,951.38
cosmetics,SKU1663,39.27,50,704,1002.63,Unknown,24,18,94,6,Carrier A,1.17,Supplier 3,Kolkata,23,247,3,56.35,Pending,3.11,Air,Route B,883.34
haircare,SKU1664,86.0,94,285,6478.56,Unknown,53,23,66,4,Carrier C,4.74,Supplier 4,Delhi,21,918,29,23.87,Fail,0.52,Sea,Route C,192.16
haircare,SKU1665,14.96,14,359,6475.42,Male,21,10,71,4,Carrier A,5.13,Supplier 1,Mumbai,15,522,6,39.79,Fail,1.18,Sea,Route A,269.06
skincare,SKU1666,36.02,77,578,3303.06,Non-binary,91,27,41,7,Carrier C,9.97,Supplier 3,Delhi,8,171,16,31.23,Fail,4.41,Road,Route B,789.32
skincare,SKU1667,52.04,24,103,3163.48,Female,16,4,35,7,Carrier A,9.41,Supplier 3,Delhi,30,313,27,13.11,Pass,0.49,Road,Route C,645.35
cosmetics,SKU1668,25.05,16,39,5110.16,Female,89,16,81,1,Carrier A,4.53,Supplier 5,Kolkata,25,265,4,64.43,Fail,2.94,Rail,Route A,122.91
haircare,SKU1669,98.85,96,882,9325.69,Unknown,94,18,19,4,Carrier C,8.25,Supplier 1,Mumbai,30,315,21,12.9,Fail,4.56,Sea,Route A,357.89
haircare,SKU1670,29.11,89,376,9940.62,Unknown,36,1,81,8,Carrier A,2.45,Supplier 5,Delhi,20,371,9,69.21,Pass,2.25,Sea,Route A,668.71
cosmetics,SKU1671,36.66,39,783,7896.26,Non-binary,22,3,55,5,Carrier C,1.36,Supplier 2,Bangalore,15,102,17,40.84,Pending,2.71,Air,Route B,194.69
cosmetics,SKU1672,3.27,60,571,3692.37,Male,32,11,68,5,Carrier A,7.64,Supplier 1,Kolkata,30,880,2,59.2,Fail,2.8,Road,Route A,746.31
skincare,SKU1673,57.19,84,230,1511.08,Unknown,18,6,63,6,Carrier B,2.77,Supplier 1,Bangalore,9,175,16,14.75,Pending,3.6,Rail,Route B,280.12
cosmetics,SKU1674,36.93,46,246,7510.67,Female,1,16,90,1,Carrier B,2.41,Supplier 3,Bangalore,13,250,26,16.23,Fail,2.58,Rail,Route C,456.86
skincare,SKU1675,70.44,49,637,4838.62,Female,23,17,33,3,Carrier C,5.7,Supplier 3,Bangalore,26,817,25,80.69,Fail,1.97,Air,Route C,966.12
haircare,SKU1676,24.81,66,419,4058.38,Non-binary,100,13,64,3,Carrier B,1.16,Supplier 5,Delhi,9,384,17,50.49,Pending,0.83,Rail,Route C,649.28
cosmetics,SKU1677,1.55,96,386,6377.88,Unknown,86,27,61,3,Carrier B,5.5,Supplier 1,Kolkata,3,713,9,36.25,Pass,4.33,Road,Route B,209.22
skincare,SKU1678,81.58,70,826,5525.07,Unknown,93,12,12,1,Carrier B,1.05,Supplier 3,Delhi,14,500,18,91.61,Pending,1.9,Sea,Route A,901.28
skincare,SKU1679,5.42,12,948,7981.64,Female,59,23,73,2,Carrier C,8.89,Supplier 1,Chennai,3,797,23,78.89,Fail,2.04,Sea,Route A,975.64
skincare,SKU1680,38.63,100,352,6511.64,Female,8,11,38,7,Carrier C,6.26,Supplier 5,Chennai,29,268,12,93.84,Pass,0.83,Road,Route B,300.69
haircare,SKU1681,34.03,69,724,7530.4,Unknown,80,4,62,7,Carrier B,6.91,Supplier 2,Chennai,24,872,11,50.21,Pending,2.22,Road,Route A,432.64
cosmetics,SKU1682,63.36,53,412,9921.03,Female,41,25,98,7,Carrier C,3.39,Supplier 2,Delhi,30,105,29,46.81,Pending,1.7,Sea,Route A,386.47
haircare,SKU1683,99.46,84,785,6774.28,Unknown,84,19,31,2,Carrier A,8.75,Supplier 5,Kolkata,26,131,9,83.97,Pass,3.73,Road,Route C,697.57
skincare,SKU1684,33.15,76,407,4649.54,Unknown,37,2,10,4,Carrier B,3.78,Supplier 2,Chennai,3,294,26,34.59,Fail,2.71,Rail,Route A,592.37
cosmetics,SKU1685,40.69,24,417,8206.4,Male,94,19,35,9,Carrier B,7.38,Supplier 5,Delhi,22,335,15,9.04,Pass,1.29,Rail,Route B,425.94
skincare,SKU1686,56.16,10,565,7658.63,Male,71,1,60,7,Carrier A,8.9,Supplier 3,Bangalore,16,616,11,5.93,Fail,1.08,Sea,Route A,604.3
skincare,SKU1687,41.54,66,816,5072.81,Unknown,81,18,42,3,Carrier C,5.79,Supplier 4,Delhi,14,874,14,47.72,Pending,2.22,Sea,Route C,614.19
skincare,SKU1688,5.35,90,777,4536.56,Female,29,11,92,1,Carrier A,4.74,Supplier 1,Kolkata,22,432,26,88.0,Fail,0.22,Air,Route B,246.76
haircare,SKU1689,6.95,2,147,6774.54,Unknown,72,26,77,7,Carrier B,9.98,Supplier 4,Kolkata,14,355,30,77.79,Pass,1.9,Air,Route B,497.0
skincare,SKU1690,39.59,100,828,9880.78,Unknown,43,5,35,4,Carrier C,2.75,Supplier 4,Bangalore,14,940,22,30.54,Pass,2.03,Sea,Route C,242.5
haircare,SKU1691,87.15,12,356,8910.98,Male,57,20,28,9,Carrier B,8.28,Supplier 3,Bangalore,11,739,10,70.79,Fail,1.39,Sea,Route C,525.65
haircare,SKU1692,25.23,51,511,9059.14,Non-binary,64,6,70,9,Carrier B,8.94,Supplier 5,Mumbai,3,292,27,10.27,Pass,0.44,Sea,Route B,732.72
cosmetics,SKU1693,89.87,24,58,1734.27,Female,93,10,67,5,Carrier A,8.32,Supplier 1,Kolkata,5,971,15,58.69,Fail,2.5,Sea,Route A,401.64
haircare,SKU1694,42.94,94,736,8653.8,Male,86,12,24,3,Carrier A,2.15,Supplier 2,Chennai,2,419,4,48.24,Pass,4.83,Sea,Route A,528.55
cosmetics,SKU1695,15.75,100,924,2653.28,Non-binary,41,21,24,2,Carrier A,4.82,Supplier 1,Delhi,13,126,4,3.26,Pending,3.05,Road,Route B,654.33
haircare,SKU1696,13.97,37,581,1806.0,Non-binary,73,18,27,9,Carrier B,3.69,Supplier 3,Delhi,5,332,27,13.4,Pass,3.4,Rail,Route B,261.17
cosmetics,SKU1697,67.02,10,793,6856.12,Male,69,27,74,5,Carrier A,5.25,Supplier 5,Bangalore,4,764,23,78.15,Pending,1.92,Road,Route A,595.26
cosmetics,SKU1698,67.94,85,201,7366.27,Male,47,21,8,9,Carrier B,3.58,Supplier 1,Mumbai,22,645,19,34.4,Pass,0.72,Air,Route B,413.06
cosmetics,SKU1699,8.24,67,877,9495.16,Non-binary,18,16,13,8,Carrier A,3.49,Supplier 5,Delhi,27,278,12,90.08,Pending,2.12,Rail,Route C,133.34
cosmetics,SKU1700,87.59,93,987,3724.04,Female,75,20,24,1,Carrier B,7.06,Supplier 5,Chennai,27,833,7,24.19,Fail,2.16,Sea,Route B,561.32
skincare,SKU1701,37.52,87,516,9081.94,Male,24,25,72,2,Carrier A,8.11,Supplier 4,Kolkata,3,306,5,53.34,Pending,0.09,Road,Route C,908.64
cosmetics,SKU1702,76.71,28,225,2822.78,Unknown,94,27,13,9,Carrier B,1.06,Supplier 4,Mumbai,25,211,3,19.22,Fail,3.36,Air,Route B,102.21
haircare,SKU1703,22.64,98,321,3658.7,Male,48,12,69,1,Carrier B,5.95,Supplier 3,Chennai,10,621,7,18.98,Pending,3.78,Air,Route C,478.17
cosmetics,SKU1704,94.65,98,481,7931.3,Female,80,27,62,4,Carrier A,1.03,Supplier 1,Chennai,18,463,22,99.52,Fail,4.2,Air,Route C,456.11
cosmetics,SKU1705,40.65,20,568,4536.53,Unknown,78,29,93,4,Carrier B,2.11,Supplier 3,Bangalore,30,364,29,26.2,Pending,4.97,Rail,Route A,575.54
haircare,SKU1706,84.0,50,26,4258.16,Non-binary,57,27,22,6,Carrier A,3.71,Supplier 1,Mumbai,3,911,11,87.64,Fail,1.11,Air,Route B,215.11
cosmetics,SKU1707,34.8,90,739,3061.73,Female,64,3,89,10,Carrier A,3.05,Supplier 4,Kolkata,4,392,30,78.93,Pass,0.36,Road,Route C,224.12
cosmetics,SKU1708,58.94,8,772,9036.89,Female,70,1,41,8,Carrier A,3.63,Supplier 4,Chennai,15,706,11,49.67,Pending,3.46,Rail,Route C,834.84
haircare,SKU1709,78.7,65,98,1517.14,Unknown,81,5,79,10,Carrier C,7.63,Supplier 1,Chennai,22,157,8,77.71,Pending,1.07,Sea,Route C,540.92
haircare,SKU1710,55.28,62,358,8337.4,Male,18,17,89,1,Carrier A,5.97,Supplier 1,Kolkata,5,784,19,63.7,Fail,2.88,Sea,Route B,651.27
cosmetics,SKU1711,3.2,51,126,7610.83,Non-binary,38,17,4,6,Carrier C,2.71,Supplier 1,Kolkata,12,568,11,7.52,Fail,2.63,Rail,Route A,700.37
skincare,SKU1712,9.23,53,444,2822.56,Unknown,12,5,13,7,Carrier B,5.7,Supplier 2,Bangalore,4,856,5,57.21,Pending,2.33,Rail,Route B,373.8
cosmetics,SKU1713,37.15,98,139,5539.23,Male,15,28,26,7,Carrier C,7.5,Supplier 2,Kolkata,13,486,7,98.05,Fail,3.73,Sea,Route C,974.78
haircare,SKU1714,32.06,95,549,4535.96,Unknown,10,16,65,2,Carrier A,5.04,Supplier 1,Kolkata,25,595,8,65.62,Fail,3.89,Air,Route B,862.88
skincare,SKU1715,48.45,58,638,9012.24,Male,90,24,97,1,Carrier C,6.4,Supplier 5,Kolkata,1,476,3,56.83,Fail,3.07,Sea,Route B,247.47
skincare,SKU1716,84.5,80,798,7190.11,Non-binary,36,30,80,3,Carrier B,5.6,Supplier 3,Chennai,17,250,25,44.76,Fail,0.89,Sea,Route B,469.04
skincare,SKU1717,72.75,10,992,8853.33,Non-binary,71,10,8,5,Carrier B,9.78,Supplier 5,Chennai,28,725,5,55.91,Pending,1.22,Air,Route A,878.92
haircare,SKU1718,16.89,39,226,6177.86,Unknown,23,15,52,9,Carrier C,7.15,Supplier 4,Delhi,23,632,21,28.12,Fail,4.65,Sea,Route A,961.87
skincare,SKU1719,54.94,84,303,3188.58,Unknown,43,14,28,4,Carrier C,4.24,Supplier 5,Bangalore,10,551,21,71.57,Fail,1.34,Rail,Route A,909.82
haircare,SKU1720,22.45,39,210,3861.47,Female,59,18,80,7,Carrier A,1.08,Supplier 5,Bangalore,19,106,3,61.33,Pending,2.7,Road,Route A,410.74
skincare,SKU1721,32.91,7,247,6484.11,Male,70,19,84,7,Carrier C,2.33,Supplier 4,Bangalore,5,530,27,99.06,Pass,2.6,Air,Route C,177.44
haircare,SKU1722,68.52,77,907,4975.19,Unknown,98,15,58,2,Carrier C,4.48,Supplier 2,Bangalore,23,742,24,49.14,Fail,1.42,Rail,Route C,736.64
haircare,SKU1723,12.43,95,644,1358.88,Non-binary,37,28,18,7,Carrier C,4.16,Supplier 5,Delhi,23,983,28,8.17,Fail,4.86,Road,Route C,903.43
skincare,SKU1724,58.35,63,675,9209.42,Unknown,35,17,57,10,Carrier B,9.15,Supplier 2,Bangalore,27,272,20,3.89,Fail,4.58,Rail,Route A,192.79
cosmetics,SKU1725,26.21,25,141,9740.27,Non-binary,100,28,5,2,Carrier A,2.32,Supplier 3,Bangalore,25,963,21,51.99,Fail,1.51,Sea,Route A,834.85
cosmetics,SKU1726,3.33,30,567,5884.75,Female,57,25,17,8,Carrier A,3.42,Supplier 5,Bangalore,9,930,9,71.51,Pending,2.51,Sea,Route C,661.73
haircare,SKU1727,60.52,43,367,5421.02,Non-binary,40,11,7,10,Carrier C,3.04,Supplier 1,Kolkata,4,845,15,86.18,Fail,3.64,Air,Route A,516.18
skincare,SKU1728,31.88,98,691,9362.88,Unknown,15,12,29,2,Carrier C,6.23,Supplier 3,Chennai,17,455,24,8.6,Pending,3.59,Air,Route A,740.93
skincare,SKU1729,96.83,21,936,4617.88,Non-binary,4,6,17,2,Carrier A,4.34,Supplier 1,Bangalore,13,418,28,94.15,Pass,2.66,Air,Route A,179.43
skincare,SKU1730,59.59,37,835,3669.32,Female,21,16,88,10,Carrier C,3.8,Supplier 1,Mumbai,2,777,7,37.52,Fail,1.82,Rail,Route C,944.55
cosmetics,SKU1731,61.93,68,21,9521.38,Female,55,10,93,9,Carrier B,6.31,Supplier 1,Mumbai,8,713,14,29.28,Pending,2.9,Air,Route B,920.63
cosmetics,SKU1732,50.23,11,368,4089.81,Non-binary,8,4,8,3,Carrier A,7.47,Supplier 4,Bangalore,4,944,23,1.56,Pass,4.4,Air,Route A,941.75
cosmetics,SKU1733,21.73,74,381,1896.37,Female,1,5,98,2,Carrier A,5.82,Supplier 2,Delhi,29,619,10,15.3,Pass,3.52,Sea,Route B,818.38
skincare,SKU1734,59.27,73,537,4082.78,Non-binary,23,28,65,5,Carrier C,4.17,Supplier 5,Mumbai,24,736,25,33.88,Fail,4.6,Sea,Route B,824.53
skincare,SKU1735,99.22,83,494,5703.42,Male,48,6,81,7,Carrier A,4.1,Supplier 1,Kolkata,11,860,9,24.32,Pass,2.24,Sea,Route A,598.45
skincare,SKU1736,47.77,34,898,4579.12,Male,71,26,92,2,Carrier C,9.69,Supplier 3,Kolkata,20,248,7,21.01,Fail,0.27,Sea,Route C,216.05
haircare,SKU1737,70.32,16,990,9062.94,Female,91,10,47,1,Carrier C,8.34,Supplier 3,Mumbai,27,212,8,99.61,Fail,0.56,Road,Route C,859.63
haircare,SKU1738,14.97,24,98,9026.15,Female,90,22,90,9,Carrier B,1.89,Supplier 1,Bangalore,5,239,15,61.37,Pending,3.32,Sea,Route B,811.48
cosmetics,SKU1739,39.26,99,38,7795.03,Unknown,19,10,40,3,Carrier B,2.54,Supplier 5,Chennai,28,911,25,8.7,Pass,0.47,Sea,Route B,950.92
cosmetics,SKU1740,15.28,16,729,2100.85,Male,20,14,30,4,Carrier C,4.22,Supplier 3,Kolkata,1,581,21,50.16,Fail,2.2,Sea,Route B,851.98
skincare,SKU1741,59.52,40,977,9444.59,Unknown,46,2,21,9,Carrier C,4.09,Supplier 3,Bangalore,8,492,7,33.34,Fail,2.73,Air,Route A,240.82
skincare,SKU1742,26.1,84,107,5852.49,Non-binary,1,2,95,9,Carrier A,9.8,Supplier 3,Chennai,22,858,3,8.94,Fail,2.44,Rail,Route B,369.17
haircare,SKU1743,34.79,95,935,8207.3,Non-binary,49,3,50,9,Carrier A,8.0,Supplier 1,Mumbai,29,465,20,97.32,Fail,1.37,Sea,Route C,726.47
cosmetics,SKU1744,42.36,27,197,9044.73,Non-binary,86,26,31,7,Carrier C,5.37,Supplier 1,Chennai,21,226,30,54.8,Fail,2.02,Sea,Route B,527.93
skincare,SKU1745,55.57,32,315,7067.45,Female,82,14,19,6,Carrier B,6.86,Supplier 1,Chennai,13,980,26,32.41,Fail,2.48,Air,Route C,227.36
cosmetics,SKU1746,29.94,16,396,1642.89,Female,23,6,13,3,Carrier A,1.67,Supplier 1,Delhi,22,655,21,61.6,Pass,0.7,Rail,Route B,367.31
cosmetics,SKU1747,34.93,54,606,4467.03,Female,39,3,35,6,Carrier A,8.48,Supplier 3,Mumbai,21,894,20,58.42,Pass,1.7,Rail,Route B,895.4
skincare,SKU1748,33.69,53,120,2545.83,Unknown,11,26,51,9,Carrier B,8.02,Supplier 1,Chennai,16,624,22,50.25,Fail,2.52,Air,Route A,835.34
cosmetics,SKU1749,86.72,73,872,4502.17,Unknown,89,13,55,8,Carrier C,9.5,Supplier 3,Bangalore,3,905,11,85.44,Pending,1.87,Sea,Route A,663.43
haircare,SKU1750,18.68,68,741,8941.75,Female,65,1,40,6,Carrier A,4.9,Supplier 3,Bangalore,27,342,19,60.73,Pass,1.89,Rail,Route A,836.24
haircare,SKU1751,96.18,33,111,6627.59,Male,94,8,63,6,Carrier C,5.66,Supplier 3,Delhi,22,678,4,72.71,Pending,0.2,Air,Route A,946.25
cosmetics,SKU1752,25.06,84,294,6514.48,Female,38,7,95,9,Carrier A,9.33,Supplier 5,Bangalore,29,105,17,63.58,Pending,0.95,Road,Route C,322.65
cosmetics,SKU1753,41.17,27,718,9108.69,Female,75,24,7,9,Carrier A,7.72,Supplier 2,Delhi,10,134,15,37.02,Pending,0.92,Road,Route C,323.28
cosmetics,SKU1754,78.02,93,837,3039.97,Male,78,11,44,6,Carrier C,3.75,Supplier 5,Mumbai,6,364,4,57.75,Pass,0.45,Air,Route C,420.83
cosmetics,SKU1755,45.67,90,216,1313.32,Unknown,41,12,92,7,Carrier A,2.07,Supplier 3,Kolkata,21,956,25,13.06,Pending,2.43,Air,Route C,622.3
haircare,SKU1756,87.9,16,244,6679.2,Female,14,16,71,5,Carrier A,3.45,Supplier 1,Kolkata,20,959,1,11.86,Fail,1.88,Sea,Route B,107.55
skincare,SKU1757,20.56,17,303,7782.72,Non-binary,28,24,36,10,Carrier A,7.56,Supplier 5,Delhi,5,697,16,58.28,Fail,2.43,Air,Route C,192.62
haircare,SKU1758,14.78,39,226,9386.91,Non-binary,29,22,88,7,Carrier B,6.12,Supplier 3,Bangalore,13,744,24,58.12,Pass,3.73,Air,Route A,493.81
cosmetics,SKU1759,58.44,93,491,7227.77,Male,28,13,9,8,Carrier B,3.15,Supplier 5,Mumbai,17,461,30,38.46,Fail,2.43,Road,Route B,976.02
haircare,SKU1760,90.47,79,711,9208.71,Female,100,5,14,7,Carrier B,2.46,Supplier 5,Kolkata,11,760,23,53.51,Pass,1.8,Rail,Route C,713.55
cosmetics,SKU1761,85.31,46,420,8295.11,Unknown,7,13,30,2,Carrier B,7.49,Supplier 3,Chennai,30,749,1,96.19,Pending,1.17,Air,Route B,249.79
cosmetics,SKU1762,51.69,61,137,3842.66,Unknown,38,12,71,8,Carrier C,1.11,Supplier 2,Mumbai,20,671,21,65.25,Fail,3.06,Air,Route C,921.04
haircare,SKU1763,83.52,93,409,5194.44,Unknown,46,4,28,1,Carrier C,1.04,Supplier 5,Kolkata,9,830,9,22.51,Pending,0.79,Rail,Route C,148.33
haircare,SKU1764,64.23,6,616,8739.13,Male,49,13,27,4,Carrier B,3.05,Supplier 1,Delhi,12,732,24,72.98,Fail,3.04,Rail,Route B,735.42
haircare,SKU1765,45.48,97,679,4753.14,Male,97,19,3,7,Carrier B,9.47,Supplier 4,Mumbai,20,529,19,11.18,Pass,0.71,Rail,Route C,983.92
cosmetics,SKU1766,46.32,18,601,4438.92,Male,37,24,92,9,Carrier B,5.33,Supplier 2,Bangalore,22,858,11,9.1,Pending,3.94,Air,Route B,468.3
skincare,SKU1767,91.8,39,788,4430.78,Non-binary,28,21,14,3,Carrier A,9.82,Supplier 1,Mumbai,8,568,4,69.46,Pass,3.54,Rail,Route A,298.52
haircare,SKU1768,98.62,47,899,5211.24,Unknown,95,17,73,1,Carrier B,2.33,Supplier 1,Mumbai,24,356,30,77.08,Pending,3.31,Air,Route C,418.02
haircare,SKU1769,64.71,64,983,2537.0,Male,11,16,82,2,Carrier B,8.34,Supplier 5,Mumbai,20,994,1,29.44,Pass,3.44,Sea,Route B,324.36
haircare,SKU1770,39.2,56,77,2687.78,Male,19,12,27,6,Carrier A,1.23,Supplier 2,Kolkata,2,487,15,55.09,Fail,2.77,Road,Route C,913.49
haircare,SKU1771,45.09,33,743,9210.36,Unknown,51,23,59,8,Carrier A,1.94,Supplier 2,Mumbai,7,856,19,58.89,Pending,2.1,Rail,Route A,214.89
cosmetics,SKU1772,73.43,44,779,6466.46,Unknown,34,20,32,5,Carrier B,7.52,Supplier 1,Kolkata,17,432,4,8.83,Pending,2.19,Sea,Route A,482.81
haircare,SKU1773,38.99,66,560,4909.62,Female,46,16,28,8,Carrier C,6.97,Supplier 3,Bangalore,3,225,23,63.17,Fail,0.55,Air,Route A,321.6
cosmetics,SKU1774,9.31,37,682,3222.67,Female,74,16,91,10,Carrier C,9.87,Supplier 3,Mumbai,14,982,9,90.21,Pending,1.43,Rail,Route B,551.52
skincare,SKU1775,50.61,40,260,5782.69,Non-binary,16,4,74,5,Carrier A,2.1,Supplier 3,Kolkata,23,585,7,81.79,Fail,0.73,Rail,Route A,122.57
cosmetics,SKU1776,29.37,49,667,1798.25,Unknown,76,19,19,6,Carrier B,2.0,Supplier 2,Kolkata,5,366,26,65.13,Fail,2.02,Sea,Route C,964.13
skincare,SKU1777,64.77,33,708,6558.76,Female,15,19,42,7,Carrier B,9.15,Supplier 3,Bangalore,7,628,23,50.45,Fail,4.32,Air,Route A,559.29
haircare,SKU1778,18.15,69,263,5674.04,Male,78,15,66,10,Carrier C,8.16,Supplier 4,Delhi,27,583,14,63.96,Fail,3.3,Air,Route B,763.25
haircare,SKU1779,3.54,35,605,8814.33,Non-binary,37,5,38,7,Carrier B,8.76,Supplier 1,Chennai,28,711,5,6.6,Fail,2.68,Rail,Route A,457.69
skincare,SKU1780,52.45,31,334,3379.17,Non-binary,7,4,88,4,Carrier A,5.49,Supplier 5,Bangalore,3,770,25,57.13,Pass,4.16,Sea,Route A,591.6
cosmetics,SKU1781,68.98,68,551,1813.1,Non-binary,57,11,99,6,Carrier A,7.17,Supplier 2,Bangalore,8,587,27,65.2,Pass,4.75,Sea,Route C,463.67
skincare,SKU1782,41.43,28,1,7464.17,Female,81,28,51,2,Carrier A,7.42,Supplier 4,Delhi,20,762,18,21.96,Fail,3.73,Sea,Route B,284.15
cosmetics,SKU1783,63.58,3,607,8924.47,Female,49,13,2,4,Carrier B,4.37,Supplier 4,Mumbai,19,184,3,35.48,Fail,4.12,Road,Route B,699.86
cosmetics,SKU1784,52.19,14,19,2411.24,Female,4,5,10,3,Carrier C,1.38,Supplier 1,Bangalore,10,531,7,97.75,Pass,4.16,Air,Route C,302.54
