customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;TenureMonthsBinned;TotalServiceAddons;HasPaperlessElectronicPayment;AverageMonthlyChargePerTenure;Churn
CUS101789;Male;No;Yes;Yes;7;Yes;No phone service;DSL;Yes;No;Yes;No internet service;Yes;Yes;One year;No;Mailed check;41.4;386.85;0-12 Months;3;No;55.26;
CUS101790;Female;Yes;Yes;No;15;Yes;Yes;Fiber optic;Yes;Yes;No internet service;No;No internet service;No;Two year;Yes;Credit card (automatic);20.59;313.17;13-24 Months;5;Yes;20.88;
CUS101791;Female;No;Yes;No;16;No;No;DSL;No;No;No internet service;No;No internet service;Yes;One year;Yes;Mailed check;115.12;1942.2;13-24 Months;4;Yes;121.39;
CUS101792;Male;Yes;Yes;No;18;Yes;No;DSL;Yes;No;No internet service;Yes;No;No;One year;No;Electronic check;18.48;428.8;13-24 Months;1;Yes;23.82;
CUS101793;Male;Yes;Yes;No;53;Yes;No;No;No;Yes;Yes;No internet service;Yes;No internet service;One year;No;Bank transfer (automatic);18.89;1057.49;49-72 Months;1;No;19.95;
CUS101794;Male;Yes;Yes;Yes;14;No;No;DSL;Yes;No internet service;No internet service;Yes;Yes;Yes;One year;Yes;Mailed check;45.92;533.63;13-24 Months;3;No;38.12;
CUS101795;Female;Yes;No;Yes;31;No;No phone service;Fiber optic;No;No internet service;No;Yes;No;No;Two year;Yes;Electronic check;37.71;900.95;25-48 Months;3;Yes;29.06;
CUS101796;Female;Yes;Yes;No;18;Yes;No phone service;Fiber optic;No internet service;No internet service;Yes;No;No internet service;No internet service;Two year;No;Credit card (automatic);86.75;1420.17;13-24 Months;1;No;78.9;
CUS101797;Male;No;Yes;Yes;14;Yes;No phone service;Fiber optic;Yes;Yes;No;No;No internet service;Yes;One year;No;Credit card (automatic);110.68;1802.31;13-24 Months;1;Yes;128.74;
CUS101798;Female;No;No;No;27;Yes;No phone service;Fiber optic;Yes;Yes;Yes;Yes;Yes;No internet service;Month-to-month;Yes;Credit card (automatic);92.23;2456.05;25-48 Months;6;Yes;90.96;
CUS101799;Male;No;No;No;33;No;Yes;DSL;No internet service;Yes;No internet service;No;Yes;Yes;Two year;Yes;Electronic check;58.88;2129.98;25-48 Months;4;Yes;64.54;
CUS101800;Female;No;No;No;15;Yes;Yes;Fiber optic;No internet service;No internet service;No;Yes;No;No internet service;Month-to-month;Yes;Electronic check;74.88;1290.21;13-24 Months;5;Yes;86.01;
CUS101801;Female;Yes;No;Yes;12;Yes;No phone service;Fiber optic;No;No;No internet service;No internet service;Yes;No;One year;Yes;Electronic check;52.19;286.6;0-12 Months;2;Yes;23.88;
CUS101802;Female;No;No;Yes;22;No;No;Fiber optic;No internet service;No;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;78.39;1669.8;13-24 Months;6;Yes;75.9;
CUS101803;Male;No;No;Yes;40;No;Yes;DSL;Yes;No internet service;Yes;No;Yes;No;Month-to-month;No;Mailed check;52.72;2037.62;25-48 Months;4;No;50.94;
CUS101804;Male;No;No;No;72;No;Yes;Fiber optic;No;Yes;No internet service;Yes;No internet service;No;Two year;Yes;Electronic check;61.42;4499.32;49-72 Months;1;Yes;62.49;
CUS101805;Male;Yes;No;No;38;No;No phone service;DSL;Yes;Yes;No internet service;No;No internet service;No internet service;Two year;Yes;Mailed check;105.78;4040.66;25-48 Months;5;Yes;106.33;
CUS101806;Male;Yes;Yes;No;54;Yes;Yes;Fiber optic;Yes;No internet service;Yes;No internet service;No;No;Month-to-month;Yes;Mailed check;58.26;3417.4;49-72 Months;4;No;63.29;
CUS101807;Female;No;Yes;Yes;20;No;Yes;No;Yes;Yes;No;No;No;No internet service;Two year;No;Mailed check;81.9;1369.97;13-24 Months;1;No;68.5;
CUS101808;Female;No;No;Yes;34;No;No phone service;No;Yes;No internet service;Yes;No;No;No internet service;Month-to-month;No;Bank transfer (automatic);51.93;1563.67;25-48 Months;4;No;45.99;
CUS101809;Female;No;Yes;No;28;No;No phone service;Fiber optic;Yes;Yes;No;No internet service;No;No internet service;One year;No;Electronic check;90.2;2779.03;25-48 Months;0;Yes;99.25;
CUS101810;Female;Yes;No;No;21;Yes;No phone service;Fiber optic;No internet service;Yes;No internet service;Yes;Yes;No;Month-to-month;Yes;Electronic check;59.3;1555.51;13-24 Months;3;Yes;74.07;
CUS101811;Male;No;No;No;51;No;No phone service;Fiber optic;No;No;No;No internet service;Yes;Yes;One year;No;Credit card (automatic);56.51;3088.0;49-72 Months;1;Yes;60.55;
CUS101812;Male;No;Yes;Yes;64;No;No phone service;Fiber optic;Yes;No;No;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;41.2;2729.38;49-72 Months;3;Yes;42.65;
CUS101813;Female;No;Yes;Yes;5;Yes;No;Fiber optic;No;No;No;Yes;No internet service;No internet service;One year;Yes;Mailed check;104.48;152.59;0-12 Months;4;No;30.52;
CUS101814;Female;Yes;Yes;No;4;Yes;Yes;Fiber optic;No internet service;Yes;No;No internet service;No internet service;No;Two year;Yes;Electronic check;32.15;89.81;0-12 Months;2;Yes;22.45;
CUS101815;Male;No;No;Yes;9;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);94.2;824.91;0-12 Months;2;Yes;91.66;
CUS101816;Male;No;Yes;Yes;33;Yes;Yes;DSL;No;No;Yes;No;No internet service;Yes;Two year;Yes;Credit card (automatic);100.14;3107.63;25-48 Months;3;No;94.17;
CUS101817;Male;Yes;Yes;Yes;36;No;Yes;Fiber optic;No internet service;No internet service;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);87.49;3305.91;25-48 Months;1;No;91.83;
CUS101818;Male;No;Yes;No;31;No;No phone service;No;Yes;No;No internet service;Yes;No;Yes;One year;Yes;Bank transfer (automatic);73.87;2207.98;25-48 Months;2;No;71.23;
CUS101819;Female;Yes;Yes;Yes;1;No;No phone service;No;Yes;No;No internet service;No internet service;No;No;Two year;Yes;Bank transfer (automatic);52.8;52.8;0-12 Months;4;No;52.8;
CUS101820;Male;No;No;Yes;41;Yes;No phone service;No;Yes;Yes;Yes;No;No internet service;No;Two year;No;Mailed check;104.37;4036.22;25-48 Months;1;Yes;98.44;
CUS101821;Male;Yes;No;Yes;45;Yes;Yes;No;Yes;No;No;Yes;Yes;No internet service;Two year;No;Electronic check;99.88;4441.7;25-48 Months;2;Yes;98.7;
CUS101822;Female;Yes;Yes;No;21;No;No phone service;DSL;No internet service;Yes;Yes;No internet service;No;Yes;Month-to-month;No;Electronic check;61.33;1512.3;13-24 Months;5;Yes;72.01;
CUS101823;Female;No;No;Yes;6;No;Yes;No;No;No;No internet service;No;No internet service;No internet service;One year;No;Mailed check;33.92;54.42;0-12 Months;4;No;9.07;
CUS101824;Male;Yes;Yes;Yes;1;Yes;No phone service;No;No;No internet service;Yes;Yes;No;No internet service;One year;Yes;Credit card (automatic);116.57;123.89;0-12 Months;3;No;123.89;
CUS101825;Male;No;No;No;35;No;No phone service;No;No internet service;No internet service;No internet service;Yes;No;No internet service;Two year;No;Mailed check;54.05;2050.2;25-48 Months;0;Yes;58.58;
CUS101826;Male;Yes;Yes;No;26;Yes;No phone service;Fiber optic;Yes;No internet service;Yes;No;No;No internet service;One year;Yes;Credit card (automatic);28.94;846.38;25-48 Months;6;No;32.55;
CUS101827;Female;Yes;No;Yes;67;No;Yes;No;Yes;Yes;Yes;No internet service;No internet service;No internet service;Two year;Yes;Electronic check;66.53;4280.15;49-72 Months;5;Yes;63.88;
CUS101828;Male;No;No;No;52;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;104.08;4977.17;49-72 Months;3;Yes;95.71;
CUS101829;Male;No;No;No;28;Yes;No;DSL;No internet service;No;No;No;No;Yes;One year;No;Electronic check;86.27;2225.31;25-48 Months;3;Yes;79.48;
CUS101830;Male;Yes;No;No;54;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No internet service;Two year;Yes;Credit card (automatic);25.44;1260.96;49-72 Months;2;Yes;23.35;
CUS101831;Male;No;No;Yes;3;No;No phone service;No;No internet service;No internet service;Yes;No;No internet service;No;One year;Yes;Electronic check;98.35;176.28;0-12 Months;4;Yes;58.76;
CUS101832;Female;Yes;No;Yes;55;No;No phone service;DSL;No internet service;Yes;Yes;No;No internet service;Yes;One year;No;Bank transfer (automatic);60.59;3160.07;49-72 Months;1;No;57.46;
CUS101833;Male;Yes;No;No;11;Yes;Yes;DSL;Yes;No internet service;No internet service;Yes;No;Yes;One year;Yes;Credit card (automatic);25.4;495.4;0-12 Months;1;Yes;45.04;
CUS101834;Male;No;Yes;Yes;44;Yes;No phone service;No;Yes;No;No internet service;Yes;Yes;No;One year;No;Bank transfer (automatic);103.02;4489.09;25-48 Months;2;No;102.02;
CUS101835;Male;Yes;No;No;59;No;Yes;DSL;Yes;No internet service;Yes;Yes;No;No internet service;One year;No;Electronic check;71.68;4373.72;49-72 Months;6;Yes;74.13;
CUS101836;Male;Yes;Yes;No;32;No;No;DSL;No internet service;No internet service;No internet service;Yes;No;No;One year;No;Credit card (automatic);104.35;3434.01;25-48 Months;3;No;107.31;
CUS101837;Male;No;Yes;No;35;Yes;Yes;No;Yes;Yes;No;No;Yes;No internet service;Two year;Yes;Credit card (automatic);103.88;3716.08;25-48 Months;4;No;106.17;
CUS101838;Female;Yes;Yes;No;32;No;No phone service;DSL;No internet service;No internet service;No internet service;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);57.71;1911.89;25-48 Months;6;Yes;59.75;
CUS101839;Male;Yes;No;Yes;45;Yes;No;DSL;Yes;No internet service;No;Yes;Yes;No internet service;Two year;Yes;Credit card (automatic);29.12;1008.97;25-48 Months;6;Yes;22.42;
CUS101840;Male;Yes;No;Yes;40;No;No phone service;No;No internet service;Yes;Yes;No;No;No internet service;Two year;No;Bank transfer (automatic);54.8;2273.11;25-48 Months;4;Yes;56.83;
CUS101841;Female;No;Yes;Yes;54;Yes;Yes;No;No internet service;Yes;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);48.97;2916.21;49-72 Months;6;No;54.0;
CUS101842;Female;No;No;Yes;8;No;Yes;No;Yes;No;No;No internet service;No internet service;No;One year;No;Electronic check;48.96;435.72;0-12 Months;4;Yes;54.47;
CUS101843;Male;Yes;No;No;35;Yes;No phone service;No;No internet service;Yes;Yes;No;No;No internet service;Month-to-month;No;Mailed check;56.63;1818.7;25-48 Months;4;Yes;51.96;
CUS101844;Male;Yes;Yes;Yes;66;No;No;Fiber optic;No;No;No internet service;Yes;No internet service;No internet service;One year;Yes;Electronic check;28.05;2023.33;49-72 Months;4;Yes;30.66;
CUS101845;Male;No;Yes;Yes;54;Yes;No phone service;Fiber optic;No;No;No internet service;No;No;No;Month-to-month;Yes;Mailed check;33.92;1667.5;49-72 Months;3;No;30.88;
CUS101846;Male;Yes;Yes;No;21;No;No phone service;DSL;No;Yes;No;No;No internet service;Yes;One year;Yes;Credit card (automatic);46.52;927.6;13-24 Months;6;Yes;44.17;
CUS101847;Male;No;No;No;58;No;No;No;Yes;No;No internet service;No internet service;No;No;One year;No;Mailed check;46.8;2754.16;49-72 Months;3;No;47.49;
CUS101848;Male;No;Yes;No;19;No;No;DSL;No internet service;Yes;No internet service;No;Yes;No;One year;Yes;Credit card (automatic);99.74;1754.06;13-24 Months;3;Yes;92.32;
CUS101849;Male;No;No;Yes;47;No;Yes;Fiber optic;Yes;No internet service;Yes;Yes;No internet service;No;Two year;Yes;Electronic check;109.34;4951.72;25-48 Months;1;Yes;105.36;
CUS101850;Female;Yes;Yes;Yes;25;No;Yes;No;No;No internet service;No internet service;Yes;Yes;No internet service;Two year;Yes;Mailed check;89.5;2215.75;25-48 Months;4;No;88.63;
CUS101851;Male;No;No;No;33;No;Yes;No;No internet service;No;No internet service;No;Yes;Yes;Two year;No;Mailed check;66.33;1932.19;25-48 Months;0;Yes;58.55;
CUS101852;Female;Yes;No;No;54;No;No;Fiber optic;No internet service;Yes;No internet service;No internet service;No internet service;Yes;Two year;Yes;Credit card (automatic);68.84;3694.23;49-72 Months;2;No;68.41;
CUS101853;Male;Yes;Yes;Yes;17;Yes;Yes;No;No internet service;Yes;No;Yes;No internet service;No internet service;One year;No;Electronic check;104.93;1773.94;13-24 Months;2;Yes;104.35;
CUS101854;Male;No;No;Yes;8;Yes;No;DSL;No;Yes;No internet service;No;No;No internet service;Month-to-month;Yes;Mailed check;38.96;398.1;0-12 Months;1;No;49.76;
CUS101855;Male;No;No;No;62;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Two year;No;Mailed check;50.27;3152.93;49-72 Months;1;Yes;50.85;
CUS101856;Female;No;No;No;11;Yes;No phone service;Fiber optic;No;No internet service;No internet service;No internet service;No;No internet service;One year;Yes;Credit card (automatic);89.43;1252.49;0-12 Months;4;Yes;113.86;
CUS101857;Female;No;No;Yes;13;No;No;Fiber optic;No internet service;No internet service;No internet service;No;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);108.32;1414.47;13-24 Months;2;Yes;108.81;
CUS101858;Male;No;No;No;15;No;No phone service;DSL;Yes;Yes;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);110.96;1534.45;13-24 Months;6;Yes;102.3;
CUS101859;Male;Yes;Yes;Yes;16;No;No phone service;No;Yes;Yes;No internet service;No;Yes;Yes;Two year;Yes;Electronic check;55.22;678.35;13-24 Months;6;Yes;42.4;
CUS101860;Female;Yes;No;Yes;16;No;Yes;No;No;No;Yes;No internet service;No internet service;No;One year;No;Mailed check;86.87;1505.24;13-24 Months;5;No;94.08;
CUS101861;Male;Yes;Yes;Yes;72;No;No phone service;Fiber optic;Yes;Yes;Yes;Yes;Yes;No internet service;One year;No;Mailed check;31.74;2045.87;49-72 Months;5;No;28.41;
CUS101862;Female;Yes;No;Yes;54;No;Yes;Fiber optic;Yes;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;65.5;3284.76;49-72 Months;5;Yes;60.83;
CUS101863;Male;No;No;No;35;Yes;No;No;No internet service;Yes;Yes;No internet service;No;No internet service;One year;Yes;Credit card (automatic);41.08;1496.19;25-48 Months;1;No;42.75;
CUS101864;Female;Yes;No;Yes;34;Yes;No;DSL;No internet service;No internet service;No;No;No;No;One year;No;Bank transfer (automatic);110.56;3459.79;25-48 Months;6;Yes;101.76;
CUS101865;Female;Yes;No;Yes;1;No;No;DSL;No;No internet service;No;Yes;Yes;No internet service;Month-to-month;No;Bank transfer (automatic);67.9;67.9;0-12 Months;4;No;67.9;
CUS101866;Male;Yes;No;No;52;Yes;No;DSL;No;Yes;No;Yes;No internet service;No;One year;Yes;Mailed check;22.04;1324.98;49-72 Months;3;No;25.48;
CUS101867;Male;Yes;No;No;71;Yes;No phone service;No;No internet service;Yes;Yes;No;No;No internet service;Month-to-month;No;Bank transfer (automatic);52.51;3467.34;49-72 Months;0;Yes;48.84;
CUS101868;Female;Yes;No;Yes;20;Yes;Yes;Fiber optic;No;Yes;Yes;No internet service;No internet service;No;One year;No;Credit card (automatic);85.24;1522.48;13-24 Months;1;Yes;76.12;
CUS101869;Female;Yes;No;Yes;29;No;No phone service;Fiber optic;No internet service;No internet service;Yes;No internet service;No;No internet service;Month-to-month;Yes;Mailed check;79.02;2171.3;25-48 Months;1;Yes;74.87;
CUS101870;Male;No;No;No;32;No;No phone service;DSL;Yes;Yes;Yes;No internet service;No;Yes;Month-to-month;Yes;Electronic check;96.69;3423.8;25-48 Months;6;Yes;106.99;
CUS101871;Male;No;No;Yes;19;Yes;No;DSL;No internet service;No internet service;No;Yes;No internet service;No;Month-to-month;Yes;Credit card (automatic);19.54;308.04;13-24 Months;4;Yes;16.21;
CUS101872;Female;No;Yes;No;22;No;No phone service;No;No internet service;No internet service;Yes;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);88.68;1982.01;13-24 Months;2;Yes;90.09;
CUS101873;Male;No;Yes;Yes;14;Yes;No phone service;DSL;Yes;No internet service;No;No;Yes;No internet service;One year;Yes;Credit card (automatic);38.48;150.93;13-24 Months;4;Yes;10.78;
CUS101874;Female;Yes;Yes;Yes;69;Yes;No phone service;No;No internet service;No;No;Yes;No;No internet service;One year;Yes;Electronic check;116.32;7992.15;49-72 Months;3;Yes;115.83;
CUS101875;Male;No;Yes;Yes;11;Yes;No;Fiber optic;Yes;No;No internet service;No internet service;Yes;Yes;Month-to-month;No;Bank transfer (automatic);60.85;738.68;0-12 Months;4;Yes;67.15;
CUS101876;Male;No;No;No;1;Yes;Yes;Fiber optic;Yes;No;No internet service;Yes;Yes;Yes;One year;No;Mailed check;69.92;69.92;0-12 Months;4;Yes;69.92;
CUS101877;Female;Yes;Yes;No;21;Yes;Yes;Fiber optic;Yes;No;No internet service;No internet service;No;No internet service;Month-to-month;Yes;Electronic check;37.55;601.54;13-24 Months;6;Yes;28.64;
CUS101878;Female;Yes;No;No;27;Yes;No phone service;DSL;Yes;Yes;No;No;No internet service;No;Month-to-month;No;Electronic check;49.33;1173.0;25-48 Months;1;Yes;43.44;
CUS101879;Male;No;No;Yes;1;Yes;No phone service;Fiber optic;No internet service;Yes;No internet service;Yes;Yes;No;One year;No;Mailed check;49.94;49.94;0-12 Months;1;No;49.94;
CUS101880;Female;No;Yes;Yes;33;No;Yes;No;No;No internet service;Yes;No;No;No internet service;One year;Yes;Mailed check;104.08;3483.82;25-48 Months;2;Yes;105.57;
CUS101881;Male;No;No;Yes;69;No;Yes;DSL;No internet service;No;No;Yes;No;No;Month-to-month;No;Mailed check;59.8;4145.56;49-72 Months;4;Yes;60.08;
CUS101882;Female;Yes;No;Yes;42;No;No phone service;DSL;No internet service;No internet service;No internet service;Yes;Yes;No;Month-to-month;No;Bank transfer (automatic);88.25;3930.55;25-48 Months;3;Yes;93.58;
CUS101883;Female;No;Yes;Yes;47;No;No;DSL;No internet service;No internet service;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;76.16;3553.46;25-48 Months;2;Yes;75.61;
CUS101884;Female;No;Yes;Yes;17;No;Yes;DSL;Yes;Yes;No internet service;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);37.66;553.11;13-24 Months;0;Yes;32.54;
CUS101885;Male;Yes;Yes;Yes;69;No;No phone service;No;No;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;87.47;6213.66;49-72 Months;1;No;90.05;
CUS101886;Female;No;No;Yes;36;No;No phone service;No;No;No;Yes;No internet service;Yes;No;Month-to-month;Yes;Mailed check;109.71;3992.39;25-48 Months;1;Yes;110.9;
CUS101887;Male;No;No;No;43;Yes;No;Fiber optic;Yes;Yes;Yes;No internet service;No internet service;No;Two year;No;Mailed check;57.73;2701.37;25-48 Months;1;Yes;62.82;
CUS101888;Male;Yes;No;Yes;61;No;No phone service;No;Yes;Yes;No;Yes;Yes;No;Month-to-month;No;Electronic check;58.14;3695.22;49-72 Months;6;Yes;60.58;
CUS101889;Male;Yes;No;Yes;70;Yes;Yes;No;No internet service;No;No internet service;Yes;Yes;No internet service;Month-to-month;Yes;Electronic check;106.3;7801.98;49-72 Months;1;Yes;111.46;
CUS101890;Male;Yes;No;No;18;Yes;Yes;Fiber optic;Yes;No;No;Yes;No internet service;No;Month-to-month;Yes;Electronic check;47.37;1065.21;13-24 Months;3;Yes;59.18;
CUS101891;Male;No;No;No;27;No;No phone service;No;No internet service;Yes;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);20.18;808.69;25-48 Months;4;No;29.95;
CUS101892;Male;No;Yes;Yes;68;Yes;Yes;Fiber optic;No;No internet service;No internet service;No internet service;No internet service;Yes;Two year;No;Mailed check;81.68;5336.48;49-72 Months;5;Yes;78.48;
CUS101893;Male;No;Yes;No;20;No;No;No;Yes;No;No;No;No internet service;Yes;Month-to-month;No;Credit card (automatic);96.83;1991.51;13-24 Months;1;No;99.58;
CUS101894;Female;Yes;Yes;No;6;No;No;Fiber optic;Yes;No internet service;No internet service;No internet service;No internet service;Yes;Month-to-month;No;Mailed check;76.08;367.84;0-12 Months;4;Yes;61.31;
CUS101895;Female;No;No;No;71;Yes;No;No;No internet service;Yes;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;106.59;7337.48;49-72 Months;3;No;103.34;
CUS101896;Female;No;Yes;No;64;Yes;No phone service;No;No;Yes;Yes;Yes;No internet service;No;Month-to-month;No;Credit card (automatic);22.61;1602.25;49-72 Months;1;Yes;25.04;
CUS101897;Male;No;No;No;72;Yes;No phone service;DSL;No;No internet service;No;No internet service;Yes;No;One year;Yes;Bank transfer (automatic);57.97;4050.43;49-72 Months;5;No;56.26;
CUS101898;Female;No;Yes;No;18;No;No phone service;Fiber optic;Yes;No;No;Yes;No internet service;No;Month-to-month;No;Mailed check;81.29;1337.68;13-24 Months;4;No;74.32;
CUS101899;Female;Yes;Yes;Yes;26;Yes;No;Fiber optic;No internet service;No;No internet service;No internet service;No;No;One year;No;Bank transfer (automatic);29.18;765.51;25-48 Months;2;Yes;29.44;
CUS101900;Female;Yes;No;Yes;9;Yes;Yes;Fiber optic;No internet service;Yes;No internet service;Yes;No internet service;No;Two year;No;Credit card (automatic);106.72;1165.79;0-12 Months;4;Yes;129.53;
CUS101901;Male;Yes;No;No;40;No;No;Fiber optic;Yes;Yes;No internet service;No internet service;No internet service;Yes;Month-to-month;No;Mailed check;87.2;3511.44;25-48 Months;3;Yes;87.79;
CUS101902;Female;Yes;Yes;Yes;37;Yes;No phone service;Fiber optic;No internet service;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);86.14;3014.38;25-48 Months;0;No;81.47;
CUS101903;Male;No;Yes;Yes;62;No;Yes;Fiber optic;No internet service;Yes;Yes;No internet service;No;No internet service;One year;No;Electronic check;86.57;4964.42;49-72 Months;2;Yes;80.07;
CUS101904;Male;No;Yes;Yes;71;Yes;No phone service;No;No;Yes;Yes;Yes;No internet service;No internet service;One year;No;Mailed check;64.23;4179.31;49-72 Months;6;No;58.86;
CUS101905;Female;No;Yes;No;28;Yes;No;Fiber optic;No internet service;Yes;No internet service;No;No;No internet service;One year;No;Mailed check;88.78;2574.47;25-48 Months;2;Yes;91.95;
CUS101906;Female;Yes;Yes;Yes;40;Yes;Yes;DSL;Yes;Yes;No internet service;Yes;No internet service;No;One year;No;Mailed check;75.04;3054.36;25-48 Months;4;No;76.36;
CUS101907;Female;Yes;No;Yes;49;No;No phone service;No;No;No;No;No internet service;No;No;Month-to-month;No;Electronic check;70.96;3560.6;49-72 Months;2;Yes;72.67;
CUS101908;Male;No;Yes;No;11;Yes;No phone service;Fiber optic;No internet service;No internet service;No internet service;No internet service;Yes;No internet service;Two year;Yes;Bank transfer (automatic);23.68;6.23;0-12 Months;0;No;0.57;
CUS101909;Male;No;Yes;Yes;26;Yes;No;No;Yes;No internet service;Yes;Yes;No;No internet service;Month-to-month;Yes;Mailed check;89.11;2836.3;25-48 Months;5;Yes;109.09;
CUS101910;Female;Yes;No;No;54;No;No phone service;Fiber optic;No internet service;No;No internet service;No;No internet service;No internet service;Month-to-month;No;Electronic check;47.52;2561.39;49-72 Months;6;Yes;47.43;
CUS101911;Male;No;Yes;No;3;Yes;No;DSL;No internet service;No;No;No internet service;No internet service;Yes;Month-to-month;Yes;Credit card (automatic);105.96;415.3;0-12 Months;3;No;138.43;
CUS101912;Male;Yes;No;No;26;No;No phone service;Fiber optic;No internet service;No;Yes;No internet service;Yes;Yes;One year;No;Bank transfer (automatic);107.07;2597.8;25-48 Months;0;Yes;99.92;
CUS101913;Female;Yes;No;Yes;46;Yes;No;Fiber optic;No;No;No internet service;No internet service;Yes;No internet service;One year;Yes;Credit card (automatic);27.1;1335.75;25-48 Months;5;No;29.04;
CUS101914;Female;Yes;Yes;No;58;No;No;DSL;No;No internet service;No internet service;No;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);32.7;2177.91;49-72 Months;5;Yes;37.55;
CUS101915;Male;No;No;No;57;Yes;No phone service;Fiber optic;Yes;No;No;No;No;No internet service;One year;Yes;Mailed check;54.8;3060.98;49-72 Months;3;Yes;53.7;
CUS101916;Female;No;Yes;No;25;No;No;DSL;Yes;Yes;Yes;Yes;No internet service;Yes;One year;No;Mailed check;38.0;953.93;25-48 Months;4;Yes;38.16;
CUS101917;Male;Yes;Yes;No;5;No;Yes;Fiber optic;Yes;Yes;Yes;No;No internet service;Yes;Two year;Yes;Credit card (automatic);104.16;431.24;0-12 Months;3;No;86.25;
CUS101918;Male;No;Yes;No;62;No;No;No;Yes;No;No;No;Yes;Yes;One year;No;Bank transfer (automatic);26.23;1569.83;49-72 Months;0;Yes;25.32;
CUS101919;Male;Yes;No;No;42;No;No phone service;Fiber optic;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check;42.72;1732.02;25-48 Months;5;No;41.24;
CUS101920;Male;Yes;Yes;No;57;Yes;No phone service;Fiber optic;Yes;No internet service;No;No internet service;Yes;Yes;Two year;Yes;Electronic check;106.24;6205.09;49-72 Months;6;Yes;108.86;
CUS101921;Male;Yes;No;Yes;22;Yes;Yes;No;Yes;No;No internet service;Yes;No internet service;Yes;Month-to-month;No;Bank transfer (automatic);33.96;990.24;13-24 Months;0;No;45.01;
CUS101922;Female;No;Yes;No;32;No;No;DSL;Yes;No internet service;Yes;No internet service;No internet service;No;Two year;No;Credit card (automatic);28.8;960.07;25-48 Months;1;No;30.0;
CUS101923;Male;Yes;Yes;Yes;37;No;No phone service;Fiber optic;No;No internet service;No internet service;No internet service;No;No internet service;Month-to-month;No;Bank transfer (automatic);32.51;954.11;25-48 Months;1;Yes;25.79;
CUS101924;Female;No;Yes;No;17;Yes;No;Fiber optic;Yes;Yes;No internet service;No;No internet service;No;Month-to-month;No;Credit card (automatic);79.26;1330.91;13-24 Months;1;Yes;78.29;
CUS101925;Female;Yes;No;No;23;Yes;No phone service;No;Yes;Yes;Yes;No internet service;No;No;One year;No;Mailed check;50.08;860.32;13-24 Months;1;Yes;37.41;
CUS101926;Female;No;No;Yes;18;Yes;Yes;No;No;No internet service;No;Yes;Yes;No internet service;One year;Yes;Bank transfer (automatic);104.04;1743.18;13-24 Months;6;Yes;96.84;
CUS101927;Male;No;No;No;54;Yes;Yes;DSL;No internet service;No;Yes;Yes;No;No internet service;Two year;Yes;Credit card (automatic);49.24;2838.78;49-72 Months;0;No;52.57;
CUS101928;Male;No;No;No;57;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);47.75;2584.33;49-72 Months;1;Yes;45.34;
CUS101929;Male;Yes;Yes;Yes;32;No;No;No;No;Yes;No;No;No internet service;Yes;Two year;Yes;Mailed check;95.04;3220.62;25-48 Months;5;Yes;100.64;
CUS101930;Male;Yes;Yes;No;67;Yes;Yes;Fiber optic;Yes;No internet service;No;Yes;No;Yes;One year;Yes;Mailed check;57.28;4081.93;49-72 Months;0;Yes;60.92;
CUS101931;Female;No;Yes;Yes;63;No;Yes;DSL;No;No internet service;No internet service;No internet service;No internet service;Yes;Month-to-month;Yes;Mailed check;112.83;7156.84;49-72 Months;0;No;113.6;
CUS101932;Male;No;No;Yes;31;No;Yes;Fiber optic;Yes;Yes;No internet service;No;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);26.82;900.67;25-48 Months;4;Yes;29.05;
CUS101933;Female;No;No;Yes;8;No;No phone service;DSL;No internet service;No internet service;No;No;No;No;Two year;Yes;Credit card (automatic);102.33;731.48;0-12 Months;6;Yes;91.44;
